Title,Title_URL,Address,Address_URL,City,Review,Price,Rating
Gracious Hotel,https://hotels.ng/hotel/91131-gracious-hotel-abuja,"Garki, Abuja - 29, Okemesi Crescent, New Polytechnic Layout (BY FERMA)",https://hotels.ng/hotels-in-abuja/garki,Garki,I love peace and quite. Lovely place and I love the garden and resort at the back. Exquisi...,"₦12,000
                                               avg/night
                                           ",7.0 Very Good
Galilee Mission Guest House,https://hotels.ng/hotel/52742-galilee-mission-guest-house-abuja,"Karu, Abuja - Christian Street, Karu Site Behind Nepa Office And Noble Clinic",https://hotels.ng/hotels-in-abuja/karu,Karu,,"₦4,000
                                               avg/night
                                           ",
Oga Best Hotels West Africa Limited ,https://hotels.ng/hotel/98784-oga-best-hotels-west-africa-limited-abuja,"Kubwa, Abuja - Block 236, Channel 8 Street, Back Of St Luke\'s Catholic Church",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦2,500
                                               avg/night
                                           ",
Pamadas Guesthouse,https://hotels.ng/hotel/48945-pamadas-guesthouse-abuja,"Dawaki, Abuja - 13/14, Agulu Street, Dawaki",https://hotels.ng/hotels-in-abuja/dawaki,Dawaki,,,
Boti Lodge Limited,https://hotels.ng/hotel/85615-boti-lodge-limited-abuja,"Garki, Abuja - Plot 816 Uyo Close Crescent 11 Garki",https://hotels.ng/hotels-in-abuja/garki,Garki,"On my arrival, I was warmly welcomed. I was however given a room without proper illuminati...","₦12,500
                                               avg/night
                                           ",
Royal Dream Hotel Limited,https://hotels.ng/hotel/87867-royal-dream-hotel-limited-abuja,", Abuja - Along Abuja/Keffi Road, Beside Diamond Bank Mararaba, Via Nyanya",https://hotels.ng/hotels-in-abuja/,,,,
Disney Hotel And Resorts,https://hotels.ng/hotel/1012637-disney-hotel-and-resorts-abuja,"Apo, Abuja - Plot 238 Cadastral Zone, Beside GTBank",https://hotels.ng/hotels-in-abuja/apo,Apo,,,
New England Guest House,https://hotels.ng/hotel/65678-new-england-guest-house-abuja,"Kubwa, Abuja - New England Close, Off Emotan Street, Off Sultan Dasuki Street, Phase 2, Site 2",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦6,500
                                               avg/night
                                           ",
SpringView Hotel Asokoro,https://hotels.ng/hotel/1006756-springview-hotel-asokoro-abuja,"Asokoro, Abuja - No 32, Julius Nyerere Crescent, Asokoro,",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,,
 Kabiru Hotel,https://hotels.ng/hotel/95633-kabiru-hotel-abuja,"Garki, Abuja - Plot 21 S.L. Akintola Boulevard Zone Ll Garki  POBox P.O.Box 3446",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦8,200
                                               avg/night
                                           ",
Apex Holiday Resort,https://hotels.ng/hotel/97856-apex-holiday-resort-abuja,"Nyanya, Abuja - Plot 42 Apex Avenue Phase 1 Layout, Nyanya ",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦4,000
                                               avg/night
                                           ",
Casa De Lucy,https://hotels.ng/hotel/1012274-casa-de-lucy-abuja,"Apo, Abuja - Plot 585, David Jemibewon Crescent, Behind Apo Legislative Quarter Zone E, By Jimeta Filling Station, Gudu District, Abuja ",https://hotels.ng/hotels-in-abuja/apo,Apo,,,
John May Guest House,https://hotels.ng/hotel/56549-john-may-guest-house-abuja,"Kubwa, Abuja - Plot D 15 Close, Phase 2 Site1 Lagos Street",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦3,300
                                               avg/night
                                           ",
De-Masters Guest House,https://hotels.ng/hotel/1010805-de-masters-guest-house-abuja,"Abuja, Abuja - Behind Aso Bank, Abuja",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,"₦1,600
                                               avg/night
                                           ",
Hilltop Guest House (Annex),https://hotels.ng/hotel/64838-hilltop-hotel-abuja,"Karu, Abuja - No 30 Riverside Street Hiltop ",https://hotels.ng/hotels-in-abuja/karu,Karu,,"₦4,500
                                               avg/night
                                           ",
Cappo Guest House,https://hotels.ng/hotel/1010951-cappo-guest-house,"Lugbe, Abuja -  Plot 260 Federal Housing Authority, Abuja, Lugbe",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,"₦3,300
                                               avg/night
                                           ",
Rovak Guest Inn,https://hotels.ng/hotel/10009-rovak-guest-nn-abuja,"Mpape, Abuja - Johnson Street",https://hotels.ng/hotels-in-abuja/mpape,Mpape,"Amazing Stay Great hotel, clean spacious room, very friendly, efficient and extremely hel...",,
Olive Garden Guest Inn,https://hotels.ng/hotel/66249-olive-garden-guest-inn-abuja,"Garki, Abuja - Plot 79, Lagos Crescent",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦5,700
                                               avg/night
                                           ",
New Amana Suites,https://hotels.ng/hotel/11774-new-amana-suites-abuja,"Wuse, Abuja - 30 Sokode Crescent Off Micheal Okpara Street, Zone 5 Wuse, Abuja",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦18,000
                                               avg/night
                                           ",
Peace Guest House,https://hotels.ng/hotel/1010521-peace-guest-house-abuja,"Mpape, Abuja - Katampe 1, Abuja, Mpape",https://hotels.ng/hotels-in-abuja/mpape,Mpape,,,
Fayina Hotel Ltd,https://hotels.ng/hotel/1010657-fayina-hotel-ltd-abuja,"Lugbe,, Abuja - Plot 525 Zaudan/Saburi Four Bed Rooms, ","https://hotels.ng/hotels-in-abuja/lugbe,","Lugbe,",,"₦4,000
                                               avg/night
                                           ",
Apache Hotel,https://hotels.ng/hotel/59966-apache-hotel-abuja,"Gwarinpa, Abuja - Plot 13 Road 611, 7TH Avenue FHA",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦13,500
                                               avg/night
                                           ",
Astot Leisure Gardens & Hotel,https://hotels.ng/hotel/72674-astot-leisure-gardens-hotel-abuja,"Karu, Abuja - 1, Astort Close Off Victor Moore Lane, Opp. CBN Quarters, Karu, Abuja ",https://hotels.ng/hotels-in-abuja/karu,Karu,,"₦6,000
                                               avg/night
                                           ",
Ideal Holiday Home,https://hotels.ng/hotel/76778-ideal-holiday-home-abuja,"Garki 2, Abuja - Plot 696 Ubiaja Crescent ,",https://hotels.ng/hotels-in-abuja/garki-2,Garki 2,,"₦22,490
                                               avg/night
                                           ",
Regico Guest Inn,https://hotels.ng/hotel/13668-regico-guest-inn-abuja,"Kubwa, Abuja - No. 1, NYSC Orientation Camp Road, Off Zuba Way",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,,
Semem Hotel ,https://hotels.ng/hotel/39812-semem-hotel-abuja,"Mararaba, Abuja - Off Mammy Road ",https://hotels.ng/hotels-in-abuja/mararaba,Mararaba,,"₦3,500
                                               avg/night
                                           ",
Sapphire Guest House,https://hotels.ng/hotel/32125-sapphire-guest-house-abuja," Kubwa, Abuja - Nepa Road, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa, Kubwa,,,
New Diamond Executive Suite Limited,https://hotels.ng/hotel/1006895-new-diamond-executive-suite-limited-abuja,"Kubwa, Abuja - Plot 221, Bakori Road, Phase 2, Site II, By P. W Bridge, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦5,000
                                               avg/night
                                           ",
Grand Ville Hotel,https://hotels.ng/hotel/995400-grand-ville-hotel-abuja,"Gwarinpa , Abuja - Road 351, House 26/28, Gwarinpa 3rd Avenue ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa ,,"₦10,000
                                               avg/night
                                           ",
Confidential Hotel,https://hotels.ng/hotel/59125-confidential-hotel-abuja,"Nyanya, Abuja - Phase 4, Nyanya Road",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,,
Amazonia Guest House,https://hotels.ng/hotel/1008745-amazonia-guest-house-abuja,"Lugbe, Abuja - Plot 612A, End 22 Road, Lugbe, Abuja, Nigeria",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
Rayfield Hotel,https://hotels.ng/hotel/81163-rayfield-hotel-abuja,"Asokoro, Abuja - No.35, Julius Nyerere Street, Off Yakubu Gowon Crescent",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦11,730
                                               avg/night
                                           ",
Senami Africana Hotel Limited ,https://hotels.ng/hotel/83665-senami-africana-hotel-limited-abuja,"Mpape, Abuja - Plot 2C, Ibrahim Gimba Street, Off Berger Quarry Road Mpape",https://hotels.ng/hotels-in-abuja/mpape,Mpape,,"₦3,000
                                               avg/night
                                           ",
Ericca Guest House,https://hotels.ng/hotel/57439-ericca-guest-house-abuja,"Garki, Abuja - 42 Onitsha Crescent, Gimbiya Street Area 11",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦8,000
                                               avg/night
                                           ",
Duntees Apartments ,https://hotels.ng/hotel/27882-duntees-apartments-abuja,"Wuse, Abuja -  5, Nile Street, Sun City Estate, Phase II, Wuse, Abuja",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦15,000
                                               avg/night
                                           ",
Regal Lodge,https://hotels.ng/hotel/82553-regal-lodge-abia,"Lugbe, Abuja - 16E Road, F.H.A Estate, Airport Road",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
HOUSE 18TH APARTMENT,https://hotels.ng/hotel/995377-house-18th-apartment-abuja,"Gwarinpa, Abuja - Sunny Okosun Street, 51st Crescent, 5th Avenue, ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦12,000
                                               avg/night
                                           ",
A'avison Hotel,https://hotels.ng/hotel/16648-aavison-hotel-abuja,"Garki, Abuja - Plot 456, Kotangora Close, Off Jos Street, Area 3",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦9,800
                                               avg/night
                                           ",
Dajibo Exclusive Guest House,https://hotels.ng/hotel/53456-dajibo-exclusive-guest-house-abuja,"Kubwa, Abuja - 1 Ma\'ap Street/1 Summer Street, Off Dago Nasko Road",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦2,500
                                               avg/night
                                           ",
Pizza Paradise & Guest House,https://hotels.ng/hotel/45345-pizza-paradise-guest-house-abuja,"Wuse, Abuja - 12 Konoko Crescent Opp App Plaza",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦9,500
                                               avg/night
                                           ",
Haskay Guest House,https://hotels.ng/hotel/73166-haskay-guest-house-abuja,"Gwagwalada, Abuja - Adjacent To Labor House, Kuje Road,",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,,
Dan Yobe Guest Inn,https://hotels.ng/hotel/77193-dan-yobe-guest-inn-abuja,"Kubwa, Abuja - Plot 689, Gbazango Layout, Off Gado Nasko Street, 2/2 Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,,
Jenny Guest Inn Limited,https://hotels.ng/hotel/99456-jenny-guest-inn-limited-abuja,"Nyanya, Abuja - Nopil Junction By Vet Road",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦1,800
                                               avg/night
                                           ",
B 58-A Hotel,https://hotels.ng/hotel/995410-b-58-a-hotel-abuja,"Gwarinpa, Abuja - Sahara Homes Security Estate ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦18,000
                                               avg/night
                                           ",
Astot Leisure Garden Limited,https://hotels.ng/hotel/995434-astot-leisure-garden-limited-abuja," Karu, Abuja - 1, Astot Close , Off Victor Moure Lane, Opposite CBN Quarters,",https://hotels.ng/hotels-in-abuja/karu, Karu,,"₦7,500
                                               avg/night
                                           ",
Metro Delight Hotel,https://hotels.ng/hotel/1010675-metro-delight-hotel-abuja,"Kubwa, Abuja - Bwari Road, , Dutse-Makaranta, Abuja, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦5,500
                                               avg/night
                                           ",
Regent Forest Garden Suites,https://hotels.ng/hotel/45274-regent-forest-garden-suites-abuja,"Gwagwalada, Abuja - Chukuku Town, Kuje Area",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,,
Zenith Guest Inn,https://hotels.ng/hotel/89324-zenith-guest-inn-abuja,"Nyanya, Abuja - Opposite Vet. Clinic",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦3,000
                                               avg/night
                                           ",
Ugo Martins Apartment,https://hotels.ng/hotel/93476-ugo-martins-apartment-abuja,"Lugbe, Abuja - Plot 20A, Opposite Babangida Market,",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
Tonis Hotels,https://hotels.ng/hotel/1010519-tonis-hotels-abuja,"Madalla, Abuja -  Back Of NNPC Zuba, Abuja, Madalla",https://hotels.ng/hotels-in-abuja/madalla,Madalla,,"₦1,350
                                               avg/night
                                           ",
Meck Guest Inn,https://hotels.ng/hotel/35187-meck-guest-inn-abuja,"Kubwa, Abuja - Plot H 319 Extension,Three F.C.D.A Scheme, Kubwa, Dutse, By Mobil Filling Station",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,,
Titte Guest Inn,https://hotels.ng/hotel/54617-titte-guest-inn-abuja,"Lugbe, Abuja - Plot 20A, Lugbe FHA, Opposite Babangida Market",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
Peace Guest House,https://hotels.ng/hotel/66669-peace-guest-house-abuja,"Kubwa, Abuja - Plot 8, S.L. Akinola Boulevard",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦5,200
                                               avg/night
                                           ",
Parrilla Hotel,https://hotels.ng/hotel/71159-parrilla-hotel-abuja,"Karu, Abuja - Plot 170, Kpeyegi Layout By Kpeyegi Primary School",https://hotels.ng/hotels-in-abuja/karu,Karu,,,
Lokun Piccadilly Guest Inn,https://hotels.ng/hotel/1010632-lokun-piccadilly-guest-inn-abuja," Mpape, Abuja - 4 Lokun Avenue, Abuja, Mpape",https://hotels.ng/hotels-in-abuja/mpape, Mpape,,"₦4,500
                                               avg/night
                                           ",
Thank God Hotel,https://hotels.ng/hotel/1010811-thank-god-hotel-abuja,"Lugbe, Abuja - Durumi, Mpape, Abuja, Lugbe",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,"₦3,000
                                               avg/night
                                           ",
Zanzibar Hotel Abuja,https://hotels.ng/hotel/1010905-zanzibar-hotel-abuja,"Orozo, Abuja - New GRA, Angwam Sarki, Abuja, Orozo",https://hotels.ng/hotels-in-abuja/orozo,Orozo,,"₦3,000
                                               avg/night
                                           ",
Lapour Hotel Limited,https://hotels.ng/hotel/1011025-lapour-hotel-limited,"Wuye, Abuja - Plot 794 Okonjo-Iweala Way, Abuja, Wuye",https://hotels.ng/hotels-in-abuja/wuye,Wuye,,"₦14,950
                                               avg/night
                                           ",
Abuja Dannic Hotels,https://hotels.ng/hotel/1012000-abuja-dannic-hotels-abuja," Area 2, Abuja - Plot 93 Oyo Street, Abuja, Area 2",https://hotels.ng/hotels-in-abuja/area-2, Area 2,,,
De Silva Guest House ,https://hotels.ng/hotel/52491-de-silva-guest-house-abuja,"Gwarinpa, Abuja - No 24 Cresent, Second Avenue Off Nepa Road",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,I have stayed at the hotel before so It is not my first time staying at the hotel. I wante...,,7.1 Very Good
Purple Tulip Hotel And Resort,https://hotels.ng/hotel/85828-purple-tulip-hotel-and-resort-abuja,"Gwarinpa, Abuja - Plot 420, 4th Avenue, Gwarinpa, Abuja.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,I am very pleased with the hotel's services and their facilities. They are always on point...,"₦10,000
                                               avg/night
                                           ",7.4 Very Good
Bamboo House,https://hotels.ng/hotel/25588-bamboo-house-abuja,"Maitama, Abuja - 3 Salt Lake Off Usuma Street",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"My stay at the hotel was very good,  impressive actually. My check in and check out went s...","₦15,000
                                               avg/night
                                           ",6.2 Very Good
House 5 Hotel,https://hotels.ng/hotel/74648-house-five-hotel-abuja,"Gwarinpa, Abuja - 4 House Hotel No 5 A Close 7th Avenue.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,"I had a good stay in the hotel,  everything went well. My check in was smooth, the staff w...",,6.5 Very Good
Cubana Suites,https://hotels.ng/hotel/52859-cubana-suites-abuja,"Maitama, Abuja - 20 Yadseram Street, Maitama,",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦25,000
                                               avg/night
                                           ",
Berkshire Hotel (Maitama),https://hotels.ng/hotel/88561-berkshire-hotel-abuja,"Maitama, Abuja - 6 Asa Street Off Usuma, Maitama Abuja, Nigeria ",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,,7.5 Very Good
Agete Luxury Hotel,https://hotels.ng/hotel/74642-agete-luxury-hotel-abuja,"Gwarinpa, Abuja - C33/34 522 Road, First Avenue, Beside Fin Bank",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,The staff were extremely professional and the room was large and clean. The hotel was the ...,,7.7 Very Good
Nordy Hotels,https://hotels.ng/hotel/98894-nordy-meridian-hotels-abuja,"Utako, Abuja -  No 15 Inuwa Wada Crescent Off TOS Benson Crescent  Behind Utako Primary School, By Okonjo Iweala Street.",https://hotels.ng/hotels-in-abuja/utako,Utako,"
I had a good time at the hotel. The environment was very conducive, The room rates were ...","₦8,000
                                               avg/night
                                           ",7.8 Very Good
Parklane Hotels  (Abuja),https://hotels.ng/hotel/1392536-parklane-hotels-abuja,"Gwarimpa , Abuja - House 31, 1st Avenue Near NNPC Gwarimpa,",https://hotels.ng/hotels-in-abuja/gwarimpa,Gwarimpa ,,"₦15,000
                                               avg/night
                                           ",
 Kebbi Hotel,https://hotels.ng/hotel/61315-kebbi-hotel-abuja,"Central Business District, Abuja - Plot 70, Kur Mohamed Street, Off Ahmadu Bello Way",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,,"₦11,500
                                               avg/night
                                           ",
Haribina Hotel,https://hotels.ng/hotel/36475-haribina-hotel-abuja,"Utako, Abuja - 1 Aja Nwachukwu Close Utako District Before Cbn Qtrs ",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦8,400
                                               avg/night
                                           ",6.8 Very Good
Sinclair Guest House,https://hotels.ng/hotel/1012666-sinclair-guest-house-abuja,"Abuja, Abuja - 30 Yedseram Street Maitama",https://hotels.ng/hotels-in-abuja/abuja,Abuja,My stay at the hotel was very nice I must say. I had no issues checking in and out of the ...,"₦24,000
                                               avg/night
                                           ",
Kapino Suite,https://hotels.ng/hotel/995395-kapino-suite-abuja," Wuse 2, Abuja - Plot 128 Aminu Kano Crescent, Wuse 2",https://hotels.ng/hotels-in-abuja/wuse-2, Wuse 2,,"₦17,000
                                               avg/night
                                           ",
Berkshire Hotel (Asokoro),https://hotels.ng/hotel/1002183-berkshire-hotel-abuja,"Asokoro, Abuja - 7, Mousa Traore Street, After Ecowas Building By Thomas Sankara Street, Asokoro",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,,7.4 Very Good
Grand Valley Hotel,https://hotels.ng/hotel/1241643-grand-valley-hotel,"Kubwa, Abuja - Plot C39, Sultan Dasuki Way, Phase 2, Site 2, Kubwa, ",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦8,500
                                               avg/night
                                           ",
CENTURION APARTMENTS- JABI,https://hotels.ng/hotel/1395991-centurion-apartments-jabi,"Jabi, Abuja - Ubitu Ukiwe Street, Jabi",https://hotels.ng/hotels-in-abuja/jabi,Jabi,,"₦15,000
                                               avg/night
                                           ",
Day Spring Hotel,https://hotels.ng/hotel/45873-dayspring-hotel-abuja,"Wuse, Abuja - Plot 4 Juba Street",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"My stay in the hotel was not bad, the room I checked into was comfortable and tidy though ...","₦8,100
                                               avg/night
                                           ",6.3 Very Good
Excel Hotel,https://hotels.ng/hotel/75225-excel-hotel-abuja,"Garki , Abuja - Plot 28 Okemesi Crescent, By Old CBN, Off Mohammed Buhari Way.",https://hotels.ng/hotels-in-abuja/garki,Garki ,,"₦15,000
                                               avg/night
                                           ",
Pauliham Hotels ,https://hotels.ng/hotel/84448-pauliham-hotels-and-resorts-abuja,"Gwarinpa, Abuja - Plot 520, 1st Avenue, Opposite Naval Quaters ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦20,925
                                               avg/night
                                           ",6.4 Very Good
Empress Ramdavoc Motel,https://hotels.ng/hotel/59491-empress-ramdavoc-motel-abuja,"Wuse, Abuja - No 6 Atakpame Street Off Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦5,000
                                               avg/night
                                           ",
Masi Hotels & Suites,https://hotels.ng/hotel/1015179-masi-hotels-suits,"Abuja, Abuja - 1 Masi Close, Behind MTN Mast, Wumba Apo,",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,"₦5,000
                                               avg/night
                                           ",
Hossana House(Christian Foundation),https://hotels.ng/hotel/91652-hossana-housechristian-foundation-abuja,"Wuse, Abuja - 8,Quitting Close, Off Kolda Street, By Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"The hotel is quite an interesting place to stay in Abuja. I enjoyed the cool, serene and p...","₦6,450
                                               avg/night
                                           ",
Imperial Hotels Limited,https://hotels.ng/hotel/57552-imperial-hotels-limited-abuja,"Wuse, Abuja - 10 Konoko Crescent Opposite  App Plaza,Off Aminu Kano Cresent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦6,250
                                               avg/night
                                           ",
The Mediterranean Hotel,https://hotels.ng/hotel/52345-the-mediterranean-hotel-abuja,"Asokoro, Abuja - 42 Hon. Justice Mamman Nasir Crescent",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦25,000
                                               avg/night
                                           ",
Dayspring2 Hotel (Formerly Hampton Hotel),https://hotels.ng/hotel/76727-hampton-apartments-abuja,"Wuse, Abuja - 4 Juba Street.",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦7,500
                                               avg/night
                                           ",
Oneroi Hotels & Suites ,https://hotels.ng/hotel/94382-oneroi-hotels-suites-abuja,"Kubwa, Abuja - No 147, Channel Eight Street, Beside Fuma Academy",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦3,500
                                               avg/night
                                           ",
Check Inn Hotel ,https://hotels.ng/hotel/1241653-check-inn-hotel,"Wuse 2, Abuja - No. 37, Durban Street, Off Ademola Adetokunbo Crescent, Wuse 2",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,The stay was good....,"₦33,100
                                               avg/night
                                           ",
Becca Apartments ,https://hotels.ng/hotel/1241651-becca-apartments,"Katampe, Abuja - NO 1 Patrick Yakowa Street, Katampe Extension",https://hotels.ng/hotels-in-abuja/katampe,Katampe,,"₦7,000
                                               avg/night
                                           ",
Matrix Hotel ,https://hotels.ng/hotel/18787-apples-reach-hotel-abuja,"Wuse, Abuja - 135 Ademola Adetokunbo Crescent ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦13,500
                                               avg/night
                                           ",
Immaculate Suites And Apartments (Under Renovation),https://hotels.ng/hotel/76441-immaculate-suites-vip-home-abuja,"Wuse 2, Abuja - 24 Lobito Crescent Wuse 2",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,,
PRESKEN HOTEL @ ABUJA,https://hotels.ng/hotel/1404055-presken-hotel-abuja,"Wuse Zone 7, Abuja - Plot 2038 Masaka Close By Nafdac Junction, Zone 7",https://hotels.ng/hotels-in-abuja/wuse-zone-7,Wuse Zone 7,,"₦13,000
                                               avg/night
                                           ",
Magnolia Gold Bed And Breakfast,https://hotels.ng/hotel/1004599-magnolia-gold-bed-and-breakfast-abuja,"Asokoro, Abuja - 13 Frederick Chiluba Close Asokoro Abuja",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,,
Soul Lounge & Suites,https://hotels.ng/hotel/1241642-soul-lounge-suites,"Kubwa, Abuja -   5 Gado Nasko Road",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦9,000
                                               avg/night
                                           ",7.6 Very Good
NAF Conference And Suites,https://hotels.ng/hotel/1390561-naf-conference-and-suites,"Kado, Abuja - Plot 496 Ahmadu Bellow Way,  Gwarimpa Expressway Deeper Life Junction  (Near Next Cash And Carry)",https://hotels.ng/hotels-in-abuja/kado,Kado,,"₦35,000
                                               avg/night
                                           ",
All Point Suites & Hotel Ltd,https://hotels.ng/hotel/1391191-all-point-suites-hotel-ltd,"Abuja, Abuja - 15, A.E Ekukinam Street, Utako",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,"₦10,500
                                               avg/night
                                           ",
Savannah Suites Hotel ,https://hotels.ng/hotel/99649-savannah-suites-hotel-abuja,"Garki, Abuja - 8, Faskeri Street, Area 3",https://hotels.ng/hotels-in-abuja/garki,Garki,,,6.8 Very Good
Topgan International Hotel,https://hotels.ng/hotel/1242674-topgan-international-hotel,"Jikwoyi, Abuja - Plot 555A, Jikwoyi Off Kilometer 18 Nyanya-Karshi Express Road",https://hotels.ng/hotels-in-abuja/jikwoyi,Jikwoyi,,"₦5,000
                                               avg/night
                                           ",
Hub Hotel Limited,https://hotels.ng/hotel/39561-hub-hotel-abuja,"Karu, Abuja - Plot G2 Karu Site (Behind Karu Park) P.O )3 Karu",https://hotels.ng/hotels-in-abuja/karu,Karu,,"₦5,000
                                               avg/night
                                           ",
YSG Travellers Lodge,https://hotels.ng/hotel/82454-ysg-travellers-lodge-abuja,"Wuse, Abuja -  5 Sokode Cresent, Wuse Zone 5",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦8,000
                                               avg/night
                                           ",
Ibilad Guest Inn,https://hotels.ng/hotel/17645-ibilad-guest-inn-abuja,"Nyanya, Abuja - Aong Keffi Road, By Police Check Point, Dantata Quarters ",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦2,000
                                               avg/night
                                           ",
Dullion Suites,https://hotels.ng/hotel/41998-dullion-suites-abuja,"Maitama, Abuja - 4 Ikogosi Spring Close, Off Kastina Ala Crescent, Maitama, Abuja",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦23,000
                                               avg/night
                                           ",
House 797,https://hotels.ng/hotel/38455-house-797-abuja,"Wuse, Abuja - Plot 797 Ademola  Adetokunbo Crescent Opposite White House ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦10,500
                                               avg/night
                                           ",
Emzrel Hotels And Suites,https://hotels.ng/hotel/1007039-emzrel-hotels-and-suites-abuja,"Wuse, Abuja - Plot 797 Ademola Adetokumbo Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦19,000
                                               avg/night
                                           ",
TREASURES SUITES ,https://hotels.ng/hotel/1015131-treasures-suites-abuja,"Wuse, Abuja - Plot 66, 1st Avenue By Shehu Shagari Way, Central Business District, Opp Federal High Court, Abuja",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦48,000
                                               avg/night
                                           ",
House De Prince Apartments ,https://hotels.ng/hotel/1241650-house-de-prince-apartments,"Garki, Abuja - Emeka Anyoku Street, Area 11, Garki, No. 68",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦9,930
                                               avg/night
                                           ",
Chess Pub Guest House,https://hotels.ng/hotel/39958-chess-pub-guest-house-abuja,"Garki, Abuja - Beside Tantalizers Off Akintola Boulevard Opp CBN Senior Staff Quarters",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦8,000
                                               avg/night
                                           ",
All Point Suites ,https://hotels.ng/hotel/95574-all-point-suites-abuja,"Garki, Abuja - 15A, Ekukinam Street, Garki, Abuja ",https://hotels.ng/hotels-in-abuja/garki,Garki,,,
