Hotel_Title,Title_URL,Like,Address,Address_URL,City,Review_Text,Price,Rating,Number
De Shade Lounge,https://hotels.ng/hotel/1009679-de-shade-lounge-lagos,"
                                           
                                           19 people like this hotel ","Orile Agege, Lagos - 49, Old Ota Road, Oke Odo",https://hotels.ng/hotels-in-lagos/orile-agege,Orile Agege,,"₦3,000
                                               avg/night
                                           ",,
Danmorgan Hotel,https://hotels.ng/hotel/1012372-danmorgan-hotel-lagos,"
                                           
                                           19 people like this hotel ","Opebi, Lagos - 12, Samuel Awoniyi Street",https://hotels.ng/hotels-in-lagos/opebi,Opebi,,,,
S W 55 Hotel,https://hotels.ng/hotel/97233-s-w-55-hotel-lagos,"
                                           
                                           17 people like this hotel ","Ikoyi, Lagos - 55 Ademola Street Off Awolowo Road South West",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,,"₦25,000
                                               avg/night
                                           ",6.8 Very Good,From 2 reviews
Dukes Court Hotel,https://hotels.ng/hotel/78932-dukes-court-lagos,"
                                           
                                           17 people like this hotel ","Victoria Island, Lagos - 8 Agoro Odiyan Street Victoria ",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦25,000
                                               avg/night
                                           ",,From 1 review
R And A,https://hotels.ng/hotel/45414-ra-city-hotel-lagos,"
                                           
                                           17 people like this hotel ","Ikeja, Lagos - No 2, Mejekodunmi Street Off Allen Beside Oshopey Plaza",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦25,000
                                               avg/night
                                           ",,
The Lexis Lounge,https://hotels.ng/hotel/17779-the-lexis-lounge-lagos,"
                                           
                                           15 people like this hotel ","Lekki, Lagos - Km 70, Lekki Epe Expressway, Ibeju",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"Yes, the room is okay and spacious but no electricity, can't get hot water from the bathro...",,,From 1 review
Goat Hunters Restaurant And Accommodation,https://hotels.ng/hotel/57574-goat-hunters-restaurant-and-accommodation-lagos,"
                                           
                                           15 people like this hotel ","Ikeja, Lagos - No 3, Adeleke Street Off Allen",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦8,000
                                               avg/night
                                           ",,From 1 review
Le Palais Royal,https://hotels.ng/hotel/74875-le-palais-lagos,"
                                           
                                           15 people like this hotel ","Victoria Island, Lagos - 42, Balarabe Musa Cresent",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦20,000
                                               avg/night
                                           ",6.6 Very Good,From 1 review
Zis Arena (Lounge),https://hotels.ng/hotel/1004822-zis-arena-lounge-lagos,"
                                           
                                           15 people like this hotel ","Igbogbo, Lagos - 10 Kola Ogunkoya Off Bola Hammed Way, Igbogbo",https://hotels.ng/hotels-in-lagos/igbogbo,Igbogbo,,"₦4,000
                                               avg/night
                                           ",,
Yais Hotel,https://hotels.ng/hotel/1011156-yais-hotel,"
                                           
                                           15 people like this hotel ","Igbogbo, Lagos - No 10 Yaya Abubakar Street Awobo, ",https://hotels.ng/hotels-in-lagos/igbogbo,Igbogbo,,,,
Grand Deals,https://hotels.ng/hotel/1437548-grand-deals,"
                                           
                                           15 people like this hotel ","Victoria Island, Lagos - No 4B Abiola Segun Ajayi Off Etim Inyang Street Victoria Island ",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦14,000
                                               avg/night
                                           ",,
Posh Hotel And Suite,https://hotels.ng/hotel/1437391-posh-hotel-and-suite,"
                                           
                                           14 people like this hotel ","Victoria Island, Lagos - 62, Adetokunbo Ademola Street Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦20,000
                                               avg/night
                                           ",,
Ben Blue Roof Hotels And Suites,https://hotels.ng/hotel/55666-ben-blue-roof-hotels-and-suites-lagos,"
                                           
                                           12 people like this hotel ","Alagbado, Lagos - 1, BenBlue Crescent, Surulere Housing Estate, Suberu Oje, Alagbado",https://hotels.ng/hotels-in-lagos/alagbado,Alagbado,,,,
"Indigo Bar, Restaurant And Hotel",https://hotels.ng/hotel/1004909-indigo-restaurant-lagos,"
                                           
                                           12 people like this hotel ","Victoria Island, Lagos - 242B, Muri Okunola Street, Victoria Island, Lagos.",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦21,500
                                               avg/night
                                           ",,
Sydney Apartments,https://hotels.ng/hotel/1006345-sydney-apartments-lagos,"
                                           
                                           12 people like this hotel ","Gbagada, Lagos - Block 1, Flat 5, Millenium Estate",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,,"₦33,250
                                               avg/night
                                           ",,
Graziella Hotel,https://hotels.ng/hotel/1012627-graziella-hotel-lagos,"
                                           
                                           12 people like this hotel ","Amukoko, Lagos - 126, Alaba Oro Road, Amukoko",https://hotels.ng/hotels-in-lagos/amukoko,Amukoko,,,,
House 9 Hotel & Suites ,https://hotels.ng/hotel/38618-house-9-hotel-and-suites-lagos,"
                                           
                                           10 people like this hotel ","Festac, Lagos - Road 12th House 9  ",https://hotels.ng/hotels-in-lagos/festac,Festac,,"₦7,000
                                               avg/night
                                           ",,
Viacasa Boutique Hotel,https://hotels.ng/hotel/1002483-viacasa-boutique-hotel-lagos,"
                                           
                                           10 people like this hotel ","Lekki, Lagos - Plot 12, Lai Yusuf Crescent, Next To Cable Point Estate. A-Series, Lekki Phase 1, Lekki-Lagos",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦20,000
                                               avg/night
                                           ",,
Tumssy Hotel ,https://hotels.ng/hotel/1393477-tumssy-hotel,"
                                           
                                           10 people like this hotel ","Lekki, Lagos - 15 Admiralty Way Lekki Phase 1,Beside KFC",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦12,000
                                               avg/night
                                           ",,
The Renaissance Apartment At Eko Atlantic,https://hotels.ng/hotel/1397792-the-renaissance-apartment-at-eko-atlantic,"
                                           
                                           10 people like this hotel "," Victoria Island, Lagos - Eko Atlantic City Ahmadu Bello Way Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island, Victoria Island,,"₦135,000
                                               avg/night
                                           ",,
Dehinbor Hotel,https://hotels.ng/hotel/36749-joe-dehinbo-hotel-lagos,"
                                           
                                           8 people like this hotel ","Ikorodu, Lagos - 5, Badejo St, Irawo Ajegunle.",https://hotels.ng/hotels-in-lagos/ikorodu,Ikorodu,,"₦4,500
                                               avg/night
                                           ",,
Wolban Vegas Hilton Hotel,https://hotels.ng/hotel/42162-vegas-hilton-hotel-lagos,"
                                           
                                           8 people like this hotel ","Ikeja, Lagos -  28 ,Oyatogun Street, 2nd Junction, Oke-Ira",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦8,000
                                               avg/night
                                           ",,
Cozzy Hotel,https://hotels.ng/hotel/43378-cozzy-hotel-lagos,"
                                           
                                           8 people like this hotel ","Ojo, Lagos - 38, Oyabiyi Street, Iyana Iba",https://hotels.ng/hotels-in-lagos/ojo,Ojo,,,,
Haute Apartment,https://hotels.ng/hotel/1003915-haute-aparthotel-lagos,"
                                           
                                           8 people like this hotel ","Ikeja, Lagos - 9, Alade Avenue",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦13,200
                                               avg/night
                                           ",,
DEE-QUITE RESORT,https://hotels.ng/hotel/1392377-dee-quite-resort,"
                                           
                                           8 people like this hotel ","Epe, Lagos - 6/14 Odenla Road, Off Engr. Oduyemi Crescent Aladeshoyin Rd,",https://hotels.ng/hotels-in-lagos/epe,Epe,,"₦8,000
                                               avg/night
                                           ",,
Abanet Hotel And Suite ,https://hotels.ng/hotel/35259-abanet-hotel-and-suite-lagos,"
                                           
                                           6 people like this hotel ","Alimosho, Lagos - 3/5, Taiwo Alonge Street, Off Lasu/Iba Road, Araromi Bus Stop, Igando Egan, Alimosho, Lagos ",https://hotels.ng/hotels-in-lagos/alimosho,Alimosho,,,,
3 Hens Short Let  ,https://hotels.ng/hotel/998573-3hens-short-let-lagos,"
                                           
                                           6 people like this hotel ","Ikeja, Lagos -  10B Sobo Arobiodu Street , Ikeja, Nigeria",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦28,000
                                               avg/night
                                           ",,
Redmenn & Barnes Ltd,https://hotels.ng/hotel/1242650-redmenn-barnes-ltd,"
                                           
                                           6 people like this hotel ","Victoria Island, Lagos - Plot 3 Block B, T Y Danjuma Street, Off Dideolu Estate",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦35,000
                                               avg/night
                                           ",,
Latest D Hotel And Suite,https://hotels.ng/hotel/1390837-latest-d-hotel-and-suite,"
                                           
                                           6 people like this hotel ","Ojokoro, Lagos - 21 Osanyitola Street, Ijaiye, Ojokoro",https://hotels.ng/hotels-in-lagos/ojokoro,Ojokoro,,"₦8,000
                                               avg/night
                                           ",,
Big Fish Restaurant And Bar Apapa,https://hotels.ng/hotel/1391281-big-fish-restaurant-and-bar-apapa,"
                                           
                                           6 people like this hotel ","Apapa, Lagos - No 23 Duala Road, Apapa",https://hotels.ng/hotels-in-lagos/apapa,Apapa,,"₦7,500
                                               avg/night
                                           ",,
Domus Mariae,https://hotels.ng/hotel/1391718-domus-mariae,"
                                           
                                           6 people like this hotel ","Isolo, Lagos - St. Mary Catholic Church, Isolo.",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦6,000
                                               avg/night
                                           ",,
DCM Hotel And Suites,https://hotels.ng/hotel/1391743-dcm-hotel-and-suites,"
                                           
                                           6 people like this hotel ","Egbeda, Lagos - 15, Oke Street Off Shobo Bus Stop Akowonjo Road, Egbeda",https://hotels.ng/hotels-in-lagos/egbeda,Egbeda,,"₦24,000
                                               avg/night
                                           ",,
4 Bedroom Detached House Chevy View At Chevron Estate,https://hotels.ng/hotel/1396202-4-bedroom-detached-house-chevy-view-at-chevron-estate,"
                                           
                                           6 people like this hotel ","Lekki Phase 2, Lagos - Chevron Estate, Lekki",https://hotels.ng/hotels-in-lagos/lekki-phase-2,Lekki Phase 2,,"₦85,000
                                               avg/night
                                           ",,
THRIVEMAX  HOTEL,https://hotels.ng/hotel/1403244-thrivemax-hotel,"
                                           
                                           6 people like this hotel ",", Lagos - 15 Odunlami Street, Lagos Island",https://hotels.ng/hotels-in-lagos/,,,"₦10,000
                                               avg/night
                                           ",,
Shortlet Homes- Keji's 5 Star Shortlet Apartment ,https://hotels.ng/hotel/1403977-keji-shortlet-2,"
                                           
                                           6 people like this hotel ","Lekki Phase 2, Lagos - Oasis Apartments, Muritala Eletu Way, Osapa London Lekki Peninsula II",https://hotels.ng/hotels-in-lagos/lekki-phase-2,Lekki Phase 2,,"₦65,000
                                               avg/night
                                           ",,
Sky Rock Hotels,https://hotels.ng/hotel/1437698-sky-rock-hotels,"
                                           
                                           6 people like this hotel ","Ikeja, Lagos - 24 Ogunsiji Street Off Allen Avenue, Ikeja ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Apno Hotel And Suites,https://hotels.ng/hotel/1409177-apno-hotel-suites,"
                                           
                                           4 people like this hotel ","Awoyaya, Lagos - Prince Biose Francis Close, Abule Parapo, Via Km35 Lekki Epe Express Way Ibeji-Lekki 101421 Awoyaya Bus-Stop",https://hotels.ng/hotels-in-lagos/awoyaya,Awoyaya,"I like everything about this Hotel. There are many options in the breakfast, the view from...","₦24,000
                                               avg/night
                                           ",,From 2 reviews
Gemini Place Apartments - VI,https://hotels.ng/hotel/1391245-gemini-place-apartments,"
                                           
                                           4 people like this hotel ","Victoria Island, Lagos - 19 Ahmed Onibudo, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦65,000
                                               avg/night
                                           ",,
Brooks Hotel,https://hotels.ng/hotel/1392256-brooks,"
                                           
                                           4 people like this hotel ","Alimosho, Lagos - 8, Mopelade Oladoye Street Aboru, ",https://hotels.ng/hotels-in-lagos/alimosho,Alimosho,,"₦9,600
                                               avg/night
                                           ",,
FOGODELAGOS SUITES,https://hotels.ng/hotel/1392266-fogodelagos,"
                                           
                                           4 people like this hotel ","Victoria Island, Lagos - 16, Ibrahim Waziri Off Adeola Odeku,Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦19,000
                                               avg/night
                                           ",,
De Dreams Hotel & Suite,https://hotels.ng/hotel/1392746-de-dreams-hotel-suite,"
                                           
                                           4 people like this hotel ","Eti-Osa, Lagos - Plot 1, Idowu Dabiri Road, Farm Bus Stop",https://hotels.ng/hotels-in-lagos/eti-osa,Eti-Osa,,"₦12,800
                                               avg/night
                                           ",,
GUEST HOUSE,https://hotels.ng/hotel/1392877-16-16-guest-house,"
                                           
                                           4 people like this hotel ","Ikeja GRA, Lagos - 25 Oba Akinjobi Way, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja-gra,Ikeja GRA,,"₦25,000
                                               avg/night
                                           ",,
Qubest Royal Hotel ,https://hotels.ng/hotel/1393468-qubest-royal-hotel,"
                                           
                                           4 people like this hotel ",", Lagos - Plot 74 Oba Babington Ashaye Crescent. Omole Phase 1",https://hotels.ng/hotels-in-lagos/,,,"₦15,000
                                               avg/night
                                           ",,
Platinum Inn Gee Hotel  (Ikoyi),https://hotels.ng/hotel/1393545-platinum-inn-gee-hotel-ikoyi,"
                                           
                                           4 people like this hotel ","Ikoyi, Lagos - 15A Sumbo Jibowu Street Off Awolow Road",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,,"₦19,600
                                               avg/night
                                           ",,
"3 Bedroom Terraced Duplex At Circle Mall Road, Lekki",https://hotels.ng/hotel/1396197-3-bedroom-terraced-duplex-at-circle-mall-road-lekki,"
                                           
                                           4 people like this hotel ","Lekki, Lagos - Circle Mall Road, Osapa London, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦77,000
                                               avg/night
                                           ",,
"5 Bedroom Duplex At VGC, Lekki",https://hotels.ng/hotel/1396870-5-bedroom-duplex-at-vgc-lekki,"
                                           
                                           4 people like this hotel ","Lekki, Lagos - VGC, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦100,000
                                               avg/night
                                           ",,
"6 Bedroom Apartment At VGC, Lekki",https://hotels.ng/hotel/1397098-6-bedroom-apartment-at-vgc-lekki,"
                                           
                                           4 people like this hotel ","Lekki, Lagos - VGC, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦110,000
                                               avg/night
                                           ",,
OGA 813 Hotel,https://hotels.ng/hotel/1397785-oga-813-hotel,"
                                           
                                           4 people like this hotel ",", Lagos - 3 Lisabi Road, Off Liverpool Road, Apapa, Lagos",https://hotels.ng/hotels-in-lagos/,,,"₦15,000
                                               avg/night
                                           ",,
Carrington Apartment,https://hotels.ng/hotel/1397791-carrington-apartment,"
                                           
                                           4 people like this hotel ","Lekki, Lagos - Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦57,000
                                               avg/night
                                           ",,
De Emmy's Hotel & Suite,https://hotels.ng/hotel/1398696-de-emmys-hotel-suite,"
                                           
                                           4 people like this hotel ","Egbeda, Lagos - Plot 315,  5th Avenue, Gowon Estate",https://hotels.ng/hotels-in-lagos/egbeda,Egbeda,,"₦7,550
                                               avg/night
                                           ",,
Atlantic Hotel LTD,https://hotels.ng/hotel/1399508-atlantic-hotel-ltd,"
                                           
                                           4 people like this hotel ","Ikeja, Lagos - 13, Aromire Avenue, Allen Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦25,000
                                               avg/night
                                           ",,
Raphael's Place,https://hotels.ng/hotel/1437552-raphaels-place,"
                                           
                                           4 people like this hotel ","Gbagada, Lagos - 3 Estaport Avenue, Soluyi",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,,"₦7,000
                                               avg/night
                                           ",,
Bay Dorchester Hotel ,https://hotels.ng/hotel/18833-bay-dorchester-hotel-lagos,"
                                           
                                           110 people like this hotel ","Victoria Island, Lagos - Plot 1234 Bishop Oluwole Street ",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦15,000
                                               avg/night
                                           ",,
Sunnyside Hotel And Suites,https://hotels.ng/hotel/1011571-sunnyside-hotel-and-suites-lagos,"
                                           
                                           108 people like this hotel ","Ketu-Alapere, Lagos - 494 Ikorodu Road",https://hotels.ng/hotels-in-lagos/ketu-alapere,Ketu-Alapere,My stay was fine at the hotel. The hotel was very cool and nice. The customer service was ...,"₦6,000
                                               avg/night
                                           ",7.8 Very Good,From 2 reviews
Goldcard Hotel And Catering Services Limited,https://hotels.ng/hotel/26691-goldcard-hotel-and-catering-services-limited-lagos,"
                                           
                                           95 people like this hotel ","Lagos Island, Lagos - 11 Martins Street, Off Broad Street",https://hotels.ng/hotels-in-lagos/lagos-island,Lagos Island,,"₦5,600
                                               avg/night
                                           ",,From 5 reviews
MetroCity Hotel & Suites Limited,https://hotels.ng/hotel/69674-metrocity-hotel-and-suites-limited-lagos,"
                                           
                                           67 people like this hotel ","Ipaja, Lagos - Plot 217 First Avenue 11 Road A Close Junction ,Gowon Estate ",https://hotels.ng/hotels-in-lagos/ipaja,Ipaja,,"₦10,000
                                               avg/night
                                           ",,
Corner47 Hotel And Suites ,https://hotels.ng/hotel/98125-corner47-hotel-and-suites-lagos,"
                                           
                                           62 people like this hotel ","Lagos Island, Lagos - 47, Glover Street, By Prestigious City Hall Of Tokunboh Street.",https://hotels.ng/hotels-in-lagos/lagos-island,Lagos Island,,"₦5,000
                                               avg/night
                                           ",,From 2 reviews
Tamarin Hotels,https://hotels.ng/hotel/12396-tamarin-hotels-lagos,"
                                           
                                           56 people like this hotel ","Ikeja, Lagos - 158 Adekunle Fajuyi Way GRA Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,180
                                               avg/night
                                           ",,
Ojota International Motel,https://hotels.ng/hotel/78373-ojota-international-motel-lagos,"
                                           
                                           41 people like this hotel ","Ketu, Lagos - 406 Ikorodu Rd",https://hotels.ng/hotels-in-lagos/ketu,Ketu,,"₦4,000
                                               avg/night
                                           ",,
Blitz Hotel And Suites Limited,https://hotels.ng/hotel/84821-blitz-hotel-and-suites-limited-lagos,"
                                           
                                           40 people like this hotel ","Ogba, Lagos - 2, Omomo Street, Off Oyemekun Road",https://hotels.ng/hotels-in-lagos/ogba,Ogba,,,,
O'Jamach Resort,https://hotels.ng/hotel/38777-ojamach-resort-lagos,"
                                           
                                           36 people like this hotel ","Ajah, Lagos - Okun-mopo, Ajah, Eti-Osa L.G.A. Off Abraham Adesanya Road",https://hotels.ng/hotels-in-lagos/ajah,Ajah,,,,
Beach Land Cottage,https://hotels.ng/hotel/83293-beach-land-hotel-lagos,"
                                           
                                           36 people like this hotel ","Ajah, Lagos - 1 Ogombo Road Opposite Abraham Adesanya.",https://hotels.ng/hotels-in-lagos/ajah,Ajah,,"₦12,000
                                               avg/night
                                           ",,
B Giwa Company ,https://hotels.ng/hotel/26229-b-giwa-company-lagos,"
                                           
                                           27 people like this hotel ","Shomolu, Lagos - 20 Adeyemi Street, Off Olumegbon Street By Funsho Williams Avenue ",https://hotels.ng/hotels-in-lagos/shomolu,Shomolu,,"₦4,000
                                               avg/night
                                           ",,
Jolag International Hotels,https://hotels.ng/hotel/83953-jolag-international-hotels-lagos,"
                                           
                                           27 people like this hotel ","Ojo, Lagos - Km 20 Badagry Expressway, Opp Igboelerin Junction Okoko Ojo.",https://hotels.ng/hotels-in-lagos/ojo,Ojo,,"₦3,000
                                               avg/night
                                           ",,
City Point Hotel,https://hotels.ng/hotel/1009596-city-point-hotel-lagos,"
                                           
                                           27 people like this hotel ","Ajegunle, Lagos - 213, Ojo Road",https://hotels.ng/hotels-in-lagos/ajegunle,Ajegunle,,"₦4,500
                                               avg/night
                                           ",,
Royal Carlton Hotel And Suites,https://hotels.ng/hotel/1007394-royal-carlton-hotel-and-suites-lagos,"
                                           
                                           21 people like this hotel ","Lekki, Lagos - Chevy View Esate, Chevron, Eti Osa",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Loveland Hotel,https://hotels.ng/hotel/1009465-loveland-hotel-lagos,"
                                           
                                           19 people like this hotel ","Agbado Ijaye, Lagos - 9,Eleyimi Street ",https://hotels.ng/hotels-in-lagos/agbado-ijaye,Agbado Ijaye,,,,
De-Danny Hotel,https://hotels.ng/hotel/1011443-de-danny-hotel-lagos,"
                                           
                                           19 people like this hotel ","Agbara, Lagos - 11, Zone A, Church Gate, Igbanla",https://hotels.ng/hotels-in-lagos/agbara,Agbara,,"₦1,500
                                               avg/night
                                           ",,
Cynergy Suites LTD Lekki,https://hotels.ng/hotel/1009381-cynergy-suites-ltd-lekki-lagos,"
                                           
                                           17 people like this hotel ","Badore, Lagos - Eleko Beach",https://hotels.ng/hotels-in-lagos/badore,Badore,,,,
Ayisland Hotel,https://hotels.ng/hotel/1011410-ayisland-hotel-lagos,"
                                           
                                           17 people like this hotel ","Ipaja, Lagos - 3 Ogunsheye Street",https://hotels.ng/hotels-in-lagos/ipaja,Ipaja,,"₦4,000
                                               avg/night
                                           ",,
One18,https://hotels.ng/hotel/71599-one18-lagos,"
                                           
                                           15 people like this hotel ","Surulere, Lagos - 118, Ogunlana Drive ",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦8,000
                                               avg/night
                                           ",,
Apple Bite Guest House ,https://hotels.ng/hotel/38452-apple-bite-guest-house-lagos,"
                                           
                                           14 people like this hotel ","Alimosho, Lagos - 1st Building Olokun Close, Iyana-Iba Road",https://hotels.ng/hotels-in-lagos/alimosho,Alimosho,,"₦4,500
                                               avg/night
                                           ",,
Golden Hope Hotel,https://hotels.ng/hotel/51952-golden-hope-hotel-lagos,"
                                           
                                           14 people like this hotel ","Apapa, Lagos - Mba Street, Ajegunle, Close To General Hospital",https://hotels.ng/hotels-in-lagos/apapa,Apapa,,,,
Water Gate Hotels (Abule Egba),https://hotels.ng/hotel/92441-water-gate-hotels-abule-egba-lagos,"
                                           
                                           14 people like this hotel ","Abule Egba, Lagos - 34 Wamon Taofeek, New Oko Oba, Abule Egba (Off Social Club Road)",https://hotels.ng/hotels-in-lagos/abule-egba,Abule Egba,,,,
J.K.O Hotel,https://hotels.ng/hotel/22368-jko-hotel-lagos,"
                                           
                                           12 people like this hotel ","Akute, Lagos - 57, Alagbole Akute Road, Adjacent First Bank",https://hotels.ng/hotels-in-lagos/akute,Akute,,,,
Eco Motel,https://hotels.ng/hotel/71265-eco-motel-lagos,"
                                           
                                           12 people like this hotel ","Lekki, Lagos - 2, Eleko Beach Road",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,,,
Possi Hotel And Suites,https://hotels.ng/hotel/996172-possi-hotel-and-suites-lagos,"
                                           
                                           12 people like this hotel ","Abule Oshun, Lagos - 1 Shem Joshua Street, Ango Beach Estate, Abule Oshun Waterside",https://hotels.ng/hotels-in-lagos/abule-oshun,Abule Oshun,,"₦7,660
                                               avg/night
                                           ",,
Fatoma Suites,https://hotels.ng/hotel/1009121-fatoma-suites-lagos,"
                                           
                                           10 people like this hotel ","Badagry, Lagos - 5-7 Oba Akran Street, Toga Zamu Beside Iberereko Barrack",https://hotels.ng/hotels-in-lagos/badagry,Badagry,,"₦4,000
                                               avg/night
                                           ",,
Kenny Top Hotel,https://hotels.ng/hotel/1009853-kenny-top-hotel-lagos,"
                                           
                                           10 people like this hotel ","Ijede, Lagos - Plot 3, Ladegboye Road, Mowo Kekere",https://hotels.ng/hotels-in-lagos/ijede,Ijede,,"₦2,300
                                               avg/night
                                           ",,
Magnat International Hotel And Suite,https://hotels.ng/hotel/1011071-magnat-international-hotel-and-suite,"
                                           
                                           10 people like this hotel ","Ojokoro, Lagos - 11 Ogaga-Ogere Close",https://hotels.ng/hotels-in-lagos/ojokoro,Ojokoro,,,,
Harry Washington D.C,https://hotels.ng/hotel/1011230-harry-washington-d-c,"
                                           
                                           10 people like this hotel ","Ojodu Berger, Lagos - 21 Obokun Avenue",https://hotels.ng/hotels-in-lagos/ojodu-berger,Ojodu Berger,,"₦4,000
                                               avg/night
                                           ",,
Wadega Hotel,https://hotels.ng/hotel/1011401-wadega-hotel-lagos,"
                                           
                                           10 people like this hotel ","Oke-aro, Lagos - 2 Wadega Close",https://hotels.ng/hotels-in-lagos/oke-aro,Oke-aro,,"₦1,500
                                               avg/night
                                           ",,
De Queen's Lodge,https://hotels.ng/hotel/1011444-de-queens-lodge-lagos,"
                                           
                                           10 people like this hotel ","Egbe, Lagos - 4 Bola Fawale Street, Back Of Muslim College",https://hotels.ng/hotels-in-lagos/egbe,Egbe,,"₦2,500
                                               avg/night
                                           ",,
Legend Suites ,https://hotels.ng/hotel/31736-legend-suites-bar-lagos,"
                                           
                                           80 people like this hotel ","Ajah, Lagos - 1, Liberty Square, Off Kemfat Road",https://hotels.ng/hotels-in-lagos/ajah,Ajah,,"₦15,000
                                               avg/night
                                           ",,
Shasta Golden Hotel,https://hotels.ng/hotel/1009427-shasta-golden-hotel-lagos,"
                                           
                                           62 people like this hotel ","Ajah, Lagos - No, 1 Bode Olajumoke Street Ajah, Lagos, Nigeria.",https://hotels.ng/hotels-in-lagos/ajah,Ajah,,"₦7,499
                                               avg/night
                                           ",,
Western Lodge,https://hotels.ng/hotel/57515-western-lodge-lagos,"
                                           
                                           56 people like this hotel ","Ikorodu, Lagos - Isawo Road Agric Ikorodu ",https://hotels.ng/hotels-in-lagos/ikorodu,Ikorodu,,"₦2,000
                                               avg/night
                                           ",,From 1 review
Sasbet Hotel Limited,https://hotels.ng/hotel/1012592-sasbet-hotel-limited-lagos,"
                                           
                                           47 people like this hotel ","Igando, Lagos - Km 11, Lasu-Iba Road, Afolabi Bus-stop, Akesan",https://hotels.ng/hotels-in-lagos/igando,Igando,,,,
Moslado Hotels Nigeria Limited ,https://hotels.ng/hotel/95751-moslado-hotels-nigeria-limited-lagos,"
                                           
                                           34 people like this hotel ","Oshodi-Isolo, Lagos - 28, Aina Road Isolo Oshodi-Isolo Lagos",https://hotels.ng/hotels-in-lagos/oshodi-isolo,Oshodi-Isolo,,,,
Olamulti Hotel Limited,https://hotels.ng/hotel/96441-olamulti-hotel-limited-lagos,"
                                           
                                           30 people like this hotel ","Ojo, Lagos - 95/97 Aratumi Ishasi Road Iba New Town, Olaiya Bus Stop Iba Village.",https://hotels.ng/hotels-in-lagos/ojo,Ojo,"The best things about the hotel are the ambiance, location, layout and the friendly staff....","₦5,000
                                               avg/night
                                           ",,From 1 review
Wood Marble (Former Adios Hotel),https://hotels.ng/hotel/39125-adios-hotel-international-lagos,"
                                           
                                           30 people like this hotel ","Yaba, Lagos - 98/83 Shipeolu Street",https://hotels.ng/hotels-in-lagos/yaba,Yaba,,"₦13,000
                                               avg/night
                                           ",,
Isu Hotel And Suites,https://hotels.ng/hotel/995670-isu-hotel-suites-lagos,"
                                           
                                           30 people like this hotel ","Ikotun, Lagos - 38, Olushesi Street, Bolorunpelu , Behind Synagogue",https://hotels.ng/hotels-in-lagos/ikotun,Ikotun,,"₦6,500
                                               avg/night
                                           ",,
Comfort Guest House,https://hotels.ng/hotel/16686-comfort-guest-house-lagos,"
                                           
                                           28 people like this hotel ","Ajegunle, Lagos - Ajegunle Idiroko Road, Ajegunle",https://hotels.ng/hotels-in-lagos/ajegunle,Ajegunle,,,,
Blue Paradise Exclusive Suites,https://hotels.ng/hotel/33581-blue-paradise-exclusive-suites-lagos,"
                                           
                                           27 people like this hotel ","Agege, Lagos - 21, Adenle Street, Odobo, Oke-Ira, Agege",https://hotels.ng/hotels-in-lagos/agege,Agege,,,,
Yebumot Inn,https://hotels.ng/hotel/58961-yebumot-inn-lagos,"
                                           
                                           27 people like this hotel ","Coker Aguda, Lagos - 214/218, Adetola Street",https://hotels.ng/hotels-in-lagos/coker-aguda,Coker Aguda,,,,
