Hotel_Title,Title_URL,Like,Address,Address_URL,City,Review_Text,Price,Rating,Number
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
Exclusive Royal Hotel & Lounge LTD,https://hotels.ng/hotel/1438048-exclusive-royal-hotel-lounge-ltd,"
                                           
                                           2 people like this hotel ","Isolo, Lagos - 24 Nusiratu Lasisi Street, Isolo",https://hotels.ng/hotels-in-lagos/isolo,Isolo,,"₦12,000
                                               avg/night
                                           ",,
Dazzle Pearl Homes,https://hotels.ng/hotel/1438054-dazzle-pearl-homes,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty Road,  Lekki Phase1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦90,000
                                               avg/night
                                           ",,
Dreams By DV8 Hotel ,https://hotels.ng/hotel/1438057-dreams-by-dv8-hotel,"
                                           
                                           2 people like this hotel ","Surulere, Lagos - 30 Adelabu Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,,"₦36,750
                                               avg/night
                                           ",,
De'Madera Hotel & Suites,https://hotels.ng/hotel/1438062-demadera-hotel-suites,"
                                           
                                           2 people like this hotel ","Ikeja, Lagos - No. 21 Eniola Adesanya Street Off Kalejaye Street By Beesam Bus Stop, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,"₦15,000
                                               avg/night
                                           ",,
Subzero Suites,https://hotels.ng/hotel/1438064-subzero-suites,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No. 25, Daniyan Natalia Street, Off Adebisi Ogunniyi Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦15,000
                                               avg/night
                                           ",,
"La Bodega Luxury Serviced Apartment,  Lagos",https://hotels.ng/hotel/1438066-la-bodega-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Kunle Ogunba Street, Off Amiralty Way, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦25,000
                                               avg/night
                                           ",,
"THE WESTWOOD LUXURY SERVICED APARTMENT, LAGOS",https://hotels.ng/hotel/1438068-the-westwood-luxury-serviced-apartment-lagos,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Sikiru Alade Oloko Crescent, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦30,000
                                               avg/night
                                           ",,
Luxe Osta Hotel And Suites,https://hotels.ng/hotel/1438069-luxe-osta-hotel-and-suites,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - No. 12, Yemi Adetayo Street, Behind Romay Garden, By Salem Bus Stop, Jakande, Lekki ",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦13,000
                                               avg/night
                                           ",,
Joe Dohinbo Hotel And Suites,https://hotels.ng/hotel/1438045-joe-dohinbo-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 18, Badejo Street, Irawo Bus Stop Ajegunle Ikorodu Road, Lagos State",https://hotels.ng/hotels-in-lagos/,,,,,
